"district","indicator","sex","age-group","marital-status","Unit","Date","Value"
"Botswana","Sheep","Total number","totalnumber","Total","Number","2000","256"
"Botswana","Sheep","Total number","totalnumber","Total","Number","2001","306"
"Botswana","Sheep","Total number","totalnumber","Total","Number","2002","273"
"Botswana","Sheep","Total number","totalnumber","Total","Number","2003","220"
"Botswana","Sheep","Total number","totalnumber","Total","Number","2004","244"
"Botswana","Sheep","Total number","totalnumber","Total","Number","2006","229"
"Botswana","Sheep","Total number","totalnumber","Total","Number","2007","253"
"Botswana","Sheep","Total number","totalnumber","Total","Number","2008","303"
"Botswana","Sheep","Total number","totalnumber","Total","Number","2009","293"
"Botswana","Sheep","Total number","totalnumber","Total","Number","2010","279"
"Botswana","Sheep","Total number","totalnumber","Total","Number","2011","296"
"Botswana","Sheep","Total number","totalnumber","Total","Number","2012","294"
"Botswana","Sheep","Total number","totalnumber","Total","Number","2013","274"
"Botswana","Sheep","Total number","totalnumber","Total","Number","2014","227"
"Botswana","Sheep","Total number","totalnumber","Total","Number","2015","242"
"Botswana","Chicken","Total number","totalnumber","Total","Number","1979","740"
"Botswana","Chicken","Total number","totalnumber","Total","Number","1980","833"
"Botswana","Chicken","Total number","totalnumber","Total","Number","1981","1046"
"Botswana","Chicken","Total number","totalnumber","Total","Number","1982","1146"
"Botswana","Chicken","Total number","totalnumber","Total","Number","1983","961"
"Botswana","Chicken","Total number","totalnumber","Total","Number","1984","714"
"Botswana","Chicken","Total number","totalnumber","Total","Number","1985","1020"
"Botswana","Chicken","Total number","totalnumber","Total","Number","1986","1179"
"Botswana","Chicken","Total number","totalnumber","Total","Number","1987","1283"
"Botswana","Chicken","Total number","totalnumber","Total","Number","1988","1810"
"Botswana","Chicken","Total number","totalnumber","Total","Number","1989","2013"
"Botswana","Chicken","Total number","totalnumber","Total","Number","1990","2126"
"Botswana","Chicken","Total number","totalnumber","Total","Number","1993","1077"
"Botswana","Chicken","Total number","totalnumber","Total","Number","1995","3157"
"Botswana","Chicken","Total number","totalnumber","Total","Number","1996","1355"
"Botswana","Chicken","Total number","totalnumber","Total","Number","1997","1191"
"Botswana","Chicken","Total number","totalnumber","Total","Number","1998","776"
"Botswana","Chicken","Total number","totalnumber","Total","Number","1999","874"
"Botswana","Chicken","Total number","totalnumber","Total","Number","2000","1015"
"Botswana","Chicken","Total number","totalnumber","Total","Number","2001","928"
"Botswana","Chicken","Total number","totalnumber","Total","Number","2002","866"
"Botswana","Chicken","Total number","totalnumber","Total","Number","2003","650"
"Botswana","Chicken","Total number","totalnumber","Total","Number","2004","1046"
"Botswana","Chicken","Total number","totalnumber","Total","Number","2006","1639"
"Botswana","Chicken","Total number","totalnumber","Total","Number","2007","858"
"Botswana","Chicken","Total number","totalnumber","Total","Number","2008","1170"
"Botswana","Chicken","Total number","totalnumber","Total","Number","2009","1739"
"Botswana","Chicken","Total number","totalnumber","Total","Number","2010","1761"
"Botswana","Chicken","Total number","totalnumber","Total","Number","2011","1499"
"Botswana","Chicken","Total number","totalnumber","Total","Number","2012","1130"
"Botswana","Chicken","Total number","totalnumber","Total","Number","2013","1081"
"Botswana","Chicken","Total number","totalnumber","Total","Number","2014","1017"
"Botswana","Chicken","Total number","totalnumber","Total","Number","2015","760"
