Date,BDI_Close_mean,BDI_Close_median,BDI_Close_min,BDI_Close_max,BDI_Close_range,BDI_Close_std,BDI_Close_variance,BDI_Close_first,BDI_Close_last,BDI_Close_pct_change,BDI_Close_count,BDI_High_mean,BDI_High_median,BDI_High_min,BDI_High_max,BDI_High_range,BDI_High_std,BDI_High_variance,BDI_High_first,BDI_High_last,BDI_High_pct_change,BDI_High_count,BDI_Low_mean,BDI_Low_median,BDI_Low_min,BDI_Low_max,BDI_Low_range,BDI_Low_std,BDI_Low_variance,BDI_Low_first,BDI_Low_last,BDI_Low_pct_change,BDI_Low_count,Brent_USD_per_barrel,policy_rate,food_index,general_index,food_price_inflation,FAO_CP_23012_KEN,FAO_CP_23012_NAM,FAO_CP_23012_ZAF,FAO_CP_23012_ZWE,FAO_CP_23013_KEN,FAO_CP_23013_NAM,FAO_CP_23013_ZAF,FAO_CP_23013_ZWE
2001-02-01,1483.85,1483.0,1445.0,1538.0,26.0,9.645242971069957,107.06,1480.0,1537.0,0.0069730786797901,20,1483.85,1483.0,1445.0,1538.0,26.0,9.645242971069957,107.06,1480.0,1537.0,0.0069730786797901,20,1483.85,1483.0,1445.0,1538.0,26.0,9.645242971069957,107.06,1480.0,1537.0,0.0069730786797901,20,27.5,14.0,33.243495,34.341562,3.359312,26.495003,39.742889,47.958387,90.099992,22.23739,33.784232,36.306538,91.437082
2001-03-01,1498.0,1498.25,1438.0,1537.0,28.5,10.265024013684604,160.68,1537.0,1438.0,-0.0150343026409848,20,1498.0,1498.25,1438.0,1537.0,28.5,10.265024013684604,160.68,1537.0,1438.0,-0.0150343026409848,20,1498.0,1498.25,1438.0,1537.0,28.5,10.265024013684604,160.68,1537.0,1438.0,-0.0150343026409848,20,24.5,14.0,33.295356,34.643687,2.72,26.3312,40.07546,48.280873,90.171025,21.969282,34.10063,36.447949,91.577639
2001-04-01,1441.7900000000002,1440.9,1423.0,1463.0,8.4,3.184301195587991,20.1135,1430.0,1456.0,0.0026716807405564,23,1441.7900000000002,1440.9,1423.0,1463.0,8.4,3.184301195587991,20.1135,1430.0,1456.0,0.0026716807405564,23,1441.7900000000002,1440.9,1423.0,1463.0,8.4,3.184301195587991,20.1135,1430.0,1456.0,0.0026716807405564,23,25.66,14.0,33.321287,34.794749,2.173337,26.720231,40.408031,48.511219,90.242058,22.397928,34.417028,36.58936,91.718197
2001-05-01,1442.175,1442.25,1382.0,1481.0,25.0,9.32424019451947,92.53375,1460.0,1382.0,-0.0111087298309436,18,1442.175,1442.25,1382.0,1481.0,25.0,9.32424019451947,92.53375,1460.0,1382.0,-0.0111087298309436,18,1442.175,1442.25,1382.0,1481.0,25.0,9.32424019451947,92.53375,1460.0,1382.0,-0.0111087298309436,18,28.31,14.0,33.476873,35.273114,2.028451,26.904508,40.740603,48.695497,90.313092,22.794996,34.733426,36.836833,91.858754
2001-06-01,1377.25,1377.25,1355.0,1394.0,13.75,5.161867152722938,34.46000000000001,1372.0,1386.0,0.0015230639056334,20,1377.25,1377.25,1355.0,1394.0,13.75,5.161867152722938,34.46000000000001,1372.0,1386.0,0.0015230639056334,20,1377.25,1377.25,1355.0,1394.0,13.75,5.161867152722938,34.46000000000001,1372.0,1386.0,0.0015230639056334,20,27.85,14.0,33.528735,35.373823,1.571092,26.945459,41.073174,48.925844,90.384125,23.126842,35.049824,36.80147,91.999311
2001-07-01,1198.0400000000002,1198.0,1021.0,1380.0,59.6,21.593541522571943,489.264,1380.0,1021.0,-0.0486985685588855,25,1198.0400000000002,1198.0,1021.0,1380.0,59.6,21.593541522571943,489.264,1380.0,1021.0,-0.0486985685588855,25,1198.0400000000002,1198.0,1021.0,1380.0,59.6,21.593541522571943,489.264,1380.0,1021.0,-0.0486985685588855,25,24.61,13.5,33.65839,35.524885,1.963865,26.986409,41.405745,48.87979,90.455158,23.367421,35.366222,36.97823,92.139869
2001-08-01,970.975,972.25,927.0,1014.0,23.25,8.393856846541949,77.0275,1014.0,927.0,-0.0190466855822283,19,970.975,972.25,927.0,1014.0,23.25,8.393856846541949,77.0275,1014.0,927.0,-0.0190466855822283,19,970.975,972.25,927.0,1014.0,23.25,8.393856846541949,77.0275,1014.0,927.0,-0.0190466855822283,19,25.68,13.5,33.736183,35.625594,2.199529,27.047835,41.738316,48.787636,90.526192,23.591891,35.68262,37.15499,92.280426
2001-09-01,945.2,947.75,898.0,995.0,35.0,12.843105939497768,178.6,918.0,952.0,0.0047329728245444,20,945.2,947.75,898.0,995.0,35.0,12.843105939497768,178.6,918.0,952.0,0.0047329728245444,20,945.2,947.75,898.0,995.0,35.0,12.843105939497768,178.6,918.0,952.0,0.0047329728245444,20,25.62,13.5,33.788045,35.776656,2.356638,26.965934,42.070887,48.925844,90.597225,23.495062,35.999018,37.50851,92.420983
2001-10-01,894.32,893.8,850.0,939.0,21.4,7.694077011206555,76.464,939.0,850.0,-0.0175241615313596,25,894.32,893.8,850.0,939.0,21.4,7.694077011206555,76.464,939.0,850.0,-0.0175241615313596,25,894.32,893.8,850.0,939.0,21.4,7.694077011206555,76.464,939.0,850.0,-0.0175241615313596,25,20.54,13.5,33.842976,35.952896,2.576765,27.006884,42.403459,48.87979,90.668258,23.42901,36.315416,38.038791,92.561541
2001-11-01,855.6,855.75,843.0,868.0,4.5,1.6889677372867593,2.9600000000000004,847.0,868.0,0.0037958936171596,20,855.6,855.75,843.0,868.0,4.5,1.6889677372867593,2.9600000000000004,847.0,868.0,0.0037958936171596,20,855.6,855.75,843.0,868.0,4.5,1.6889677372867593,2.9600000000000004,847.0,868.0,0.0037958936171596,20,18.8,13.5,34.160093,36.053604,3.592213,26.945459,42.73603,49.110121,90.739292,23.379324,36.631814,38.710483,92.702098
2001-12-01,874.3399999999999,874.3,865.0,896.0,6.2,2.4911698942324274,8.983333333333333,868.0,896.0,0.0045594507252593,20,874.3399999999999,874.3,865.0,896.0,6.2,2.4911698942324274,8.983333333333333,868.0,896.0,0.0045594507252593,20,874.3399999999999,874.3,865.0,896.0,6.2,2.4911698942324274,8.983333333333333,868.0,896.0,0.0045594507252593,20,18.71,13.5,34.47721,36.103958,4.608727,26.84513,43.068601,49.386553,90.810325,23.35993,36.948211,39.664982,92.842655
2002-01-01,936.5,936.0,906.0,969.0,25.75,9.39971575177595,111.9,906.0,908.0,0.0020998096401947,20,936.5,936.0,906.0,969.0,25.75,9.39971575177595,111.9,906.0,908.0,0.0020998096401947,20,936.5,936.0,906.0,969.0,25.75,9.39971575177595,111.9,906.0,908.0,0.0020998096401947,20,19.42,12.5,34.794327,36.229844,5.239702,26.777561,45.428372,50.215801,90.881358,23.059345,37.264609,40.336674,92.983213
2002-02-01,965.8,964.5,909.0,1033.0,25.5,9.1400746672356,105.1,909.0,1033.0,0.0267521400038488,20,965.8,964.5,909.0,1033.0,25.5,9.1400746672356,105.1,909.0,1033.0,0.0267521400038488,20,965.8,964.5,909.0,1033.0,25.5,9.1400746672356,105.1,909.0,1033.0,0.0267521400038488,20,20.28,12.5,35.111444,36.280198,5.618992,26.812369,46.319124,50.822046,90.952391,22.591119,38.036057,40.704449,93.12377
2002-03-01,1067.275,1067.25,1035.0,1086.0,12.0,4.334261691569042,21.8675,1035.0,1082.0,0.0095290666138326,19,1067.275,1067.25,1035.0,1086.0,12.0,4.334261691569042,21.8675,1035.0,1082.0,0.0095290666138326,19,1067.275,1067.25,1035.0,1086.0,12.0,4.334261691569042,21.8675,1035.0,1082.0,0.0095290666138326,19,23.7,12.5,35.428561,36.758563,6.406912,26.857415,47.209876,51.331859,91.023425,22.560452,38.645378,41.472829,93.264328
2002-04-01,1070.4699999999998,1071.1,1016.0,1104.0,18.2,6.720908465337071,54.4375,1081.0,1016.0,-0.0091838993690053,24,1070.4699999999998,1071.1,1016.0,1104.0,18.2,6.720908465337071,54.4375,1081.0,1016.0,-0.0091838993690053,24,1070.4699999999998,1071.1,1016.0,1104.0,18.2,6.720908465337071,54.4375,1081.0,1016.0,-0.0091838993690053,24,25.73,12.5,35.745678,37.211751,7.2758,26.957744,47.299561,52.206799,91.094458,22.652159,39.338864,42.25434,93.404885
2002-05-01,1035.0375,1035.125,1018.0,1046.0,10.0,3.793624491086295,20.031875000000003,1018.0,1042.0,0.0051622222894611,19,1035.0375,1035.125,1018.0,1046.0,10.0,3.793624491086295,20.031875000000003,1018.0,1042.0,0.0051622222894611,19,1035.0375,1035.125,1018.0,1046.0,10.0,3.793624491086295,20.031875000000003,1018.0,1042.0,0.0051622222894611,19,25.35,12.5,36.062794,37.312459,7.724501,27.365202,48.034245,52.46169,91.165491,23.310834,39.701621,42.569574,93.545442
2002-06-01,997.1166666666666,996.5,978.0,1027.0,16.5,6.332369458599498,44.94222222222223,1027.0,1005.0,-0.0045250502472781,18,997.1166666666666,996.5,978.0,1027.0,16.5,6.332369458599498,44.94222222222223,1027.0,1005.0,-0.0045250502472781,18,997.1166666666666,996.5,978.0,1027.0,16.5,6.332369458599498,44.94222222222223,1027.0,1005.0,-0.0045250502472781,18,24.08,12.5,36.379911,37.463522,8.50368,27.709186,48.356112,52.909491,91.236525,24.002786,40.333847,43.34452,93.686
2002-07-01,987.12,986.8,962.0,1007.0,9.6,3.668317318724734,20.768,1005.0,971.0,-0.0060061970180558,25,987.12,986.8,962.0,1007.0,9.6,3.668317318724734,20.768,1005.0,971.0,-0.0060061970180558,25,987.12,986.8,962.0,1007.0,9.6,3.668317318724734,20.768,1005.0,971.0,-0.0060061970180558,25,25.74,12.5,36.697028,38.672022,9.027878,27.565859,48.836356,53.749981,91.307558,24.023765,40.569098,43.935592,93.826557
2002-08-01,1006.2625,1005.0,971.0,1036.0,13.5,5.153116105657072,29.671875,971.0,1036.0,0.0135631017435132,19,1006.2625,1005.0,971.0,1036.0,13.5,5.153116105657072,29.671875,971.0,1036.0,0.0135631017435132,19,1006.2625,1005.0,971.0,1036.0,13.5,5.153116105657072,29.671875,971.0,1036.0,0.0135631017435132,19,26.65,12.5,37.014145,39.150387,9.716459,27.537194,49.172711,54.039338,91.378591,24.158485,40.742326,44.697392,93.967114
2002-09-01,1211.12,1209.6,1039.0,1371.0,57.4,20.76306257233565,566.6719999999999,1039.0,1354.0,0.0449386547946757,25,1211.12,1209.6,1039.0,1371.0,57.4,20.76306257233565,566.6719999999999,1039.0,1354.0,0.0449386547946757,25,1211.12,1209.6,1039.0,1371.0,57.4,20.76306257233565,566.6719999999999,1039.0,1354.0,0.0449386547946757,25,28.4,12.5,37.331262,39.402158,10.486601,27.445055,49.783108,54.514701,91.449624,24.048674,41.683473,45.564289,94.107672
2002-10-01,1369.2,1368.0,1334.0,1428.0,22.5,7.973126885972251,74.46000000000001,1351.0,1428.0,0.0123675409979487,20,1369.2,1368.0,1334.0,1428.0,22.5,7.973126885972251,74.46000000000001,1351.0,1428.0,0.0123675409979487,20,1369.2,1368.0,1334.0,1428.0,22.5,7.973126885972251,74.46000000000001,1351.0,1428.0,0.0123675409979487,20,27.54,12.5,37.648379,39.553221,11.244292,27.512624,50.402054,55.327629,91.520658,24.016644,42.89215,46.339234,94.248229
2002-11-01,1462.0499999999995,1462.0,1430.0,1560.0,31.0,11.32055218276719,288.3399999999999,1430.0,1560.0,0.0208790841702621,20,1462.0499999999995,1462.0,1430.0,1560.0,31.0,11.32055218276719,288.3399999999999,1430.0,1560.0,0.0208790841702621,20,1462.0499999999995,1462.0,1430.0,1560.0,31.0,11.32055218276719,288.3399999999999,1430.0,1560.0,0.0208790841702621,20,24.34,12.5,37.965496,39.830169,11.139908,27.63957,50.821185,55.988999,91.591691,24.178011,43.556513,46.661034,94.388786
2002-12-01,1689.16,1689.6,1573.0,1739.0,27.6,9.928610891735506,168.34,1573.0,1739.0,0.0167089063724653,19,1689.16,1689.6,1573.0,1739.0,27.6,9.928610891735506,168.34,1573.0,1739.0,0.0167089063724653,19,1689.16,1689.6,1573.0,1739.0,27.6,9.928610891735506,168.34,1573.0,1739.0,0.0167089063724653,19,28.33,12.5,38.282613,39.930877,11.037445,27.985602,50.882578,56.057883,91.662724,24.681442,43.525146,46.818658,94.529344
2003-01-01,1689.4,1689.5,1530.0,1761.0,54.5,20.266700595555733,526.92,1742.0,1530.0,-0.0268897968885606,20,1689.4,1689.5,1530.0,1761.0,54.5,20.266700595555733,526.92,1742.0,1530.0,-0.0268897968885606,20,1689.4,1689.5,1530.0,1761.0,54.5,20.266700595555733,526.92,1742.0,1530.0,-0.0268897968885606,20,31.18,12.5,38.525545,40.157471,10.723638,28.483152,51.424072,56.51257,91.733758,25.023064,43.859783,47.350609,94.669901
2003-02-01,1673.7,1673.25,1530.0,1768.0,49.75,17.885441850541838,404.8999999999999,1530.0,1764.0,0.029740820334953,20,1673.7,1673.25,1530.0,1768.0,49.75,17.885441850541838,404.8999999999999,1530.0,1764.0,0.029740820334953,20,1673.7,1673.25,1530.0,1768.0,49.75,17.885441850541838,404.8999999999999,1530.0,1764.0,0.029740820334953,20,32.77,12.5,38.938687,40.509951,10.900273,28.808708,51.398259,56.450573,91.804791,24.842581,43.781672,46.923727,94.810459
2003-03-01,1868.84,1867.6,1748.0,1997.0,45.6,16.582841579783906,388.288,1762.0,1997.0,0.0212541134813189,25,1868.84,1867.6,1748.0,1997.0,45.6,16.582841579783906,388.288,1762.0,1997.0,0.0212541134813189,25,1868.84,1867.6,1748.0,1997.0,45.6,16.582841579783906,388.288,1762.0,1997.0,0.0212541134813189,25,30.61,12.5,39.248544,40.68619,10.782214,29.576531,51.704124,56.781266,91.875824,25.630247,43.92184,47.107614,94.951016
2003-04-01,2094.525,2093.875,2011.0,2152.0,29.0,10.418125362229793,147.49374999999998,2011.0,2152.0,0.0140977522961707,18,2094.525,2093.875,2011.0,2152.0,29.0,10.418125362229793,147.49374999999998,2011.0,2152.0,0.0140977522961707,18,2094.525,2093.875,2011.0,2152.0,29.0,10.418125362229793,147.49374999999998,2011.0,2152.0,0.0140977522961707,18,25.0,12.5,39.868258,41.240086,11.533088,30.094556,51.818192,56.912163,91.946858,26.203161,44.083407,47.101048,95.091573
2003-05-01,2233.925,2233.875,2127.0,2337.0,74.5,27.607457418093908,796.6375,2160.0,2127.0,-0.0008803738196547,18,2233.925,2233.875,2127.0,2337.0,74.5,27.607457418093908,796.6375,2160.0,2127.0,-0.0008803738196547,18,2233.925,2233.875,2127.0,2337.0,74.5,27.607457418093908,796.6375,2160.0,2127.0,-0.0008803738196547,18,25.86,12.5,40.178115,41.491857,11.41154,31.445924,51.908162,56.912163,92.017891,28.018325,44.16956,47.370307,95.232131
2003-06-01,2134.88,2134.0,2116.0,2154.0,14.4,5.077254155145626,29.168,2116.0,2137.0,0.0028389225893947,25,2134.88,2134.0,2116.0,2154.0,14.4,5.077254155145626,29.168,2116.0,2137.0,0.0028389225893947,25,2134.88,2134.0,2116.0,2154.0,14.4,5.077254155145626,29.168,2116.0,2137.0,0.0028389225893947,25,27.65,13.0,40.487972,42.045754,11.292112,31.517587,52.162865,56.808813,92.088924,28.46015,44.59711,47.245526,95.372688
2003-07-01,2203.6000000000004,2200.25,2143.0,2240.0,33.25,12.10267250973107,225.22,2143.0,2176.0,0.0033252941828315,20,2203.6000000000004,2200.25,2143.0,2240.0,33.25,12.10267250973107,225.22,2143.0,2176.0,0.0033252941828315,20,2203.6000000000004,2200.25,2143.0,2240.0,33.25,12.10267250973107,225.22,2143.0,2176.0,0.0033252941828315,20,28.35,13.0,40.487972,42.020576,10.330383,30.573677,52.15689,56.519473,92.159957,27.551948,44.459804,47.232395,95.513245
2003-08-01,2291.125,2291.25,2181.0,2343.0,53.0,19.565916344380128,514.9825,2181.0,2265.0,0.0104688239133816,19,2291.125,2291.25,2181.0,2343.0,53.0,19.565916344380128,514.9825,2181.0,2265.0,0.0104688239133816,19,2291.125,2291.25,2181.0,2343.0,53.0,19.565916344380128,514.9825,2181.0,2265.0,0.0104688239133816,19,29.89,13.0,40.591257,42.196816,9.664176,29.814044,52.314952,56.643483,92.230991,26.836273,44.471182,47.258673,95.653803
2003-09-01,2557.52,2553.0,2262.0,3372.0,194.2,69.78839595940102,8983.856,2262.0,3372.0,0.0734778398858973,25,2557.52,2553.0,2262.0,3372.0,194.2,69.78839595940102,8983.856,2262.0,3372.0,0.0734778398858973,25,2557.52,2553.0,2262.0,3372.0,194.2,69.78839595940102,8983.856,2262.0,3372.0,0.0734778398858973,25,27.11,13.0,40.591257,42.272347,8.732615,29.611339,52.442269,56.257679,92.302024,26.590706,44.668847,47.192999,95.79436
2003-10-01,4299.2,4298.0,3529.0,4560.0,218.25,79.46419232926591,15260.299999999996,3529.0,4555.0,0.0587228319009605,20,4299.2,4298.0,3529.0,4560.0,218.25,79.46419232926591,15260.299999999996,3529.0,4555.0,0.0587228319009605,20,4299.2,4298.0,3529.0,4560.0,218.25,79.46419232926591,15260.299999999996,3529.0,4555.0,0.0587228319009605,20,29.61,13.0,40.487972,42.322702,7.542404,30.010607,52.297192,55.823653,92.373057,26.943461,44.265585,47.422848,95.934917
2003-11-01,4250.4,4253.0,4026.0,4558.0,197.0,72.95324301423935,5692.98,4558.0,4417.0,-0.005765868575753,20,4250.4,4253.0,4026.0,4558.0,197.0,72.95324301423935,5692.98,4558.0,4417.0,-0.005765868575753,20,4250.4,4253.0,4026.0,4558.0,197.0,72.95324301423935,5692.98,4558.0,4417.0,-0.005765868575753,20,28.75,13.0,40.487972,42.448587,6.644127,30.119126,52.296143,55.189845,92.444091,27.089723,44.19137,47.75778,96.075475
2003-12-01,4651.133333333333,4650.2,4442.0,4765.0,54.4,19.917706802260565,596.4764444444444,4442.0,4761.0,0.0119534584925837,19,4651.133333333333,4650.2,4442.0,4765.0,54.4,19.917706802260565,596.4764444444444,4442.0,4761.0,0.0119534584925837,19,4651.133333333333,4650.2,4442.0,4765.0,54.4,19.917706802260565,596.4764444444444,4442.0,4761.0,0.0119534584925837,19,29.81,13.0,40.591257,42.473764,6.03053,30.321831,52.193483,55.141622,92.515124,27.444173,43.832531,47.573892,96.216032
2004-01-01,5252.900000000001,5237.0,4757.0,5551.0,255.75,96.09968556906723,9439.080000000002,4757.0,5551.0,0.0307041757207398,20,5252.900000000001,5237.0,4757.0,5551.0,255.75,96.09968556906723,9439.080000000002,4757.0,5551.0,0.0307041757207398,20,5252.900000000001,5237.0,4757.0,5551.0,255.75,96.09968556906723,9439.080000000002,4757.0,5551.0,0.0307041757207398,20,31.28,12.0,40.694543,42.619445,5.630027,31.087606,53.46786,55.382739,92.586157,28.09369,44.18611,47.974511,96.35659
2004-02-01,5450.049999999999,5447.0,5242.0,5681.0,228.75,85.54490334994888,8458.5,5618.0,5263.0,-0.0137676833231481,20,5450.049999999999,5447.0,5242.0,5681.0,228.75,85.54490334994888,8458.5,5618.0,5263.0,-0.0137676833231481,20,5450.049999999999,5447.0,5242.0,5681.0,228.75,85.54490334994888,8458.5,5618.0,5263.0,-0.0137676833231481,20,30.86,12.0,40.901114,43.059388,5.039788,31.646581,53.507926,55.554972,92.657191,28.131088,44.163381,48.059882,96.497147
2004-03-01,5099.84,5095.8,4716.0,5384.0,148.2,55.18234892642249,3612.352,5205.0,4716.0,-0.0176439072822243,25,5099.84,5095.8,4716.0,5384.0,148.2,55.18234892642249,3612.352,5205.0,4716.0,-0.0176439072822243,25,5099.84,5095.8,4716.0,5384.0,148.2,55.18234892642249,3612.352,5205.0,4716.0,-0.0176439072822243,25,33.63,12.0,41.314257,43.49933,5.263158,32.037659,53.771586,55.816766,92.728224,28.489839,44.459246,48.112423,96.637704
2004-04-01,4476.0375,4469.5,3982.0,4675.0,183.0,70.22470764487946,7400.506875,4675.0,3982.0,-0.0341210681111744,18,4476.0375,4469.5,3982.0,4675.0,183.0,70.22470764487946,7400.506875,4675.0,3982.0,-0.0341210681111744,18,4476.0375,4469.5,3982.0,4675.0,183.0,70.22470764487946,7400.506875,4675.0,3982.0,-0.0341210681111744,18,33.59,12.0,41.933971,43.939273,5.181347,32.375501,54.058974,55.878763,92.799257,28.860347,44.64796,48.112423,96.778262
